Municipio,estado,Date,Diagnósticos,Semáforo
San Juan Cancuc,Chiapas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Aldama,Chiapas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Benemérito de las Américas,Chiapas,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Maravilla Tenejapa,Chiapas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Marqués de Comillas,Chiapas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Montecristo de Guerrero,Chiapas,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
San Andrés Duraznal,Chiapas,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Santiago el Pinar,Chiapas,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
Ahumada,Chihuahua,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Aldama,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Allende,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Aquiles Serdán,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Ascensión,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Bachíniva,Chihuahua,13-May,5,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Balleza,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Batopilas,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Bocoyna,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Buenaventura,Chihuahua,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Camargo,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Carichí,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Casas Grandes,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Coronado,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Coyame del Sotol,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
La Cruz,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Cuauhtémoc,Chihuahua,13-May,6,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Cusihuiriachi,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Chihuahua,Chihuahua,13-May,205,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Chínipas,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Delicias,Chihuahua,13-May,10,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Dr. Belisario Domínguez,Chihuahua,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
Galeana,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Santa Isabel,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Gómez Farías,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Gran Morelos,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Guachochi,Chihuahua,13-May,4,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Guadalupe,Chihuahua,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Guadalupe y Calvo,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Guazapares,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Guerrero,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Hidalgo del Parral,Chihuahua,13-May,8,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Huejotitán,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Ignacio Zaragoza,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Janos,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Jiménez,Chihuahua,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Juárez,Chihuahua,13-May,456,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Julimes,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
López,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Madera,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Maguarichi,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Manuel Benavides,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Matachí,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Matamoros,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Meoqui,Chihuahua,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Morelos,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Moris,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Namiquipa,Chihuahua,13-May,7,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Nonoava,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Nuevo Casas Grandes,Chihuahua,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Ocampo,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Ojinaga,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Praxedis G. Guerrero,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Riva Palacio,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Rosales,Chihuahua,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Rosario,Chihuahua,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
San Francisco de Borja,Chihuahua,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
San Francisco de Conchos,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
San Francisco del Oro,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Santa Bárbara,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Satevó,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Saucillo,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Temósachic,Chihuahua,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
El Tule,Chihuahua,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
Urique,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Uruachi,Chihuahua,13-May,0,"Indicador Verde porque es un municipio sin casos de Covid y sus vecinos también están libres de contagios, según los datos revisados por Aristegui Noticias"
Valle de Zaragoza,Chihuahua,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Azcapotzalco,Ciudad de México,13-May,476,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Coyoacán,Ciudad de México,13-May,650,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Cuajimalpa de Morelos,Ciudad de México,13-May,213,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Gustavo A. Madero,Ciudad de México,13-May,1351,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Iztacalco,Ciudad de México,13-May,626,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Iztapalapa,Ciudad de México,13-May,2093,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
La Magdalena Contreras,Ciudad de México,13-May,245,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Milpa Alta,Ciudad de México,13-May,263,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Álvaro Obregón,Ciudad de México,13-May,684,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
